,probe_ind,ant-post,step,gene_symbol
1580,29324,anterior,3,AMZ1
1581,52589,anterior,3,A_24_P563966
1582,16080,anterior,3,SEMA4G
1583,23899,anterior,3,SCML4
1584,18215,anterior,3,GSG1
1585,23087,anterior,3,EXD1
1586,5977,anterior,3,SLIT3
1587,57704,anterior,3,LPP
1588,31852,anterior,3,FSHB
1589,50413,anterior,3,A_32_P4581
1590,15264,anterior,3,TYW1
1591,43663,anterior,3,PDE11A
1592,41616,anterior,3,C22orf24
1593,32965,anterior,3,ADAMTSL1
1594,44404,anterior,3,ASIP
1595,35394,anterior,3,LOC150519
1596,18292,anterior,3,FAT4
1597,31524,anterior,3,PCDH11Y
1598,41765,anterior,3,SLC1A5
1599,5579,anterior,3,S100A6
1600,27052,posterior,3,EGFR
1601,4070,posterior,3,NUCB1
1602,19331,posterior,3,SIGLEC10
1603,19147,posterior,3,PLEKHG2
1604,55835,posterior,3,A_32_P100452
1605,44235,posterior,3,BCAT1
1606,38643,posterior,3,C9orf116
1607,49213,posterior,3,NRP1
1608,3858,posterior,3,MGP
1609,31349,posterior,3,SNTG1
1610,5134,posterior,3,PPP1CC
1611,51316,posterior,3,RP11-807H7.1
1612,45225,posterior,3,GGT3P
1613,5698,posterior,3,CCL19
1614,31110,posterior,3,PTGS1
1615,1104,posterior,3,EPHA7
1616,11612,posterior,3,FJX1
1617,29227,posterior,3,GRIK1
1618,14332,posterior,3,C11orf24
1619,26914,posterior,3,PLA2R1
1620,19268,posterior,3,RHPN2
1621,6330,posterior,3,SLC16A2
1622,34082,posterior,3,SCN10A
1623,53073,posterior,3,A_32_P200947
1624,50757,posterior,3,A_24_P128308
1625,36244,posterior,3,FAM157A
1626,3474,posterior,3,MPP3
1627,22317,posterior,3,AMOTL1
1628,51594,posterior,3,A_24_P379629
1629,4061,posterior,3,NTS
1630,52584,posterior,3,A_24_P273245
1631,47613,posterior,3,A_32_P395992
1632,32129,posterior,3,ACCN4
1633,31640,posterior,3,CCDC80
1634,54040,posterior,3,A_24_P153611
1635,34415,posterior,3,ECE1
1636,40028,posterior,3,GABRA1
1637,18128,posterior,3,OR2B2
1638,7342,posterior,3,ZSCAN20
1639,13196,posterior,3,TFDP3
1640,53243,posterior,3,A_32_P36715
1641,40411,posterior,3,C12orf28
1642,40216,posterior,3,RN28S1
1643,14162,posterior,3,C10orf92
1644,47719,posterior,3,A_32_P194102
1645,8959,posterior,3,CABP1
1646,1552,posterior,3,GBE1
1647,12777,posterior,3,SNX8
1648,56648,posterior,3,A_24_P367100
1649,1720,posterior,3,FLT3
1650,41060,anterior,3,UPP2
1651,54927,anterior,3,A_32_P13056
1652,3132,anterior,3,INHBB
1653,42750,anterior,3,MYCNOS
1654,56347,anterior,3,A_24_P119115
1655,3105,anterior,3,IL13RA2
1656,53930,anterior,3,A_32_P50357
1657,10219,anterior,3,PPARGC1A
1658,12514,anterior,3,VENTX
1659,36353,anterior,3,SCIN
1660,43391,anterior,3,PHACTR2
1661,5564,anterior,3,RXRG
1662,41185,anterior,3,SCAND2
1663,25549,anterior,3,RP11-347C12.3
1664,21804,anterior,3,LYPD6B
1665,5083,anterior,3,POU4F1
1666,35537,anterior,3,AC078937.4
1667,56239,anterior,3,A_23_P108970
1668,56188,anterior,3,A_23_P40290
1669,21607,anterior,3,PTCHD1
1670,31304,anterior,3,KPRP
1671,49993,anterior,3,A_32_P103558
1672,44957,anterior,3,BMP8B
1673,4403,anterior,3,PDYN
1674,40025,anterior,3,TSPAN14
1675,17062,anterior,3,APOO
1676,46683,anterior,3,MAOA
1677,34238,anterior,3,NTSR1
1678,12413,anterior,3,FAM155B
1679,20235,anterior,3,FAM83F
1680,27799,anterior,3,OR9I1
1681,22843,anterior,3,C6orf118
1682,3635,anterior,3,MTM1
1683,43959,anterior,3,SPANXA2-OT1
1684,29394,anterior,3,DPP10
1685,54492,anterior,3,A_24_P922647
1686,42963,anterior,3,C1orf175
1687,40909,anterior,3,GJB6
1688,26327,anterior,3,CA12
1689,34741,anterior,3,PXDN
1690,19453,anterior,3,GARNL3
1691,31679,anterior,3,HTR1A
1692,24067,anterior,3,DCBLD1
1693,20527,anterior,3,SLC26A8
1694,33704,anterior,3,ZWILCH
1695,4308,anterior,3,PCSK2
1696,37546,anterior,3,FAM70A
1697,23493,anterior,3,SPAG17
1698,6761,anterior,3,NR2F1
1699,34797,anterior,3,REPS2
1700,57580,posterior,3,AC109486.1
1701,38511,posterior,3,NUDT7
1702,15916,posterior,3,PCDHB9
1703,27905,posterior,3,NF2
1704,11346,posterior,3,ANGPTL2
1705,30470,posterior,3,SLC25A30
1706,57663,posterior,3,A_24_P542364
1707,23969,posterior,3,OR14A16
1708,22390,posterior,3,RDH10
1709,49338,posterior,3,A_32_P198706
1710,47794,posterior,3,A_24_P925966
1711,27580,posterior,3,PTBP1
1712,36759,posterior,3,C5orf13
1713,8757,posterior,3,FAM53B
1714,57264,posterior,3,A_32_P38345
1715,1320,posterior,3,FAT1
1716,7614,posterior,3,JRK
1717,13235,posterior,3,GCNT4
1718,15252,posterior,3,SLC47A1
1719,23731,posterior,3,C7orf62
1720,35795,posterior,3,LOC100290023
1721,40322,posterior,3,FKBP7
1722,52613,posterior,3,A_24_P619891
1723,17691,posterior,3,OPA3
1724,25051,posterior,3,RGS9BP
1725,27490,posterior,3,PFN2
1726,46823,posterior,3,GRIK3
1727,27020,posterior,3,CHEK2
1728,5836,posterior,3,SLC1A2
1729,44825,posterior,3,RND3
1730,27065,posterior,3,KCNK2
1731,45275,posterior,3,GABRA1
1732,41996,posterior,3,GABRA1
1733,19375,posterior,3,ANTXR1
1734,20436,posterior,3,DDIT4L
1735,26194,posterior,3,NFKBIZ
1736,49942,posterior,3,A_23_P108427
1737,24841,posterior,3,FAM70B
1738,20167,posterior,3,SPSB4
1739,25118,posterior,3,C6orf126
1740,30825,posterior,3,SH3PXD2B
1741,51177,posterior,3,A_23_P343977
1742,51994,posterior,3,A_32_P181593
1743,4063,posterior,3,NTS
1744,4054,posterior,3,NTS
1745,43617,posterior,3,LOC100507530
1746,1703,posterior,3,FOXD2
1747,47942,posterior,3,A_24_P562692
1748,41517,posterior,3,WIBG
1749,28658,posterior,3,FMNL3
1750,54444,anterior,3,A_24_P916853
1751,4405,anterior,3,PDYN
1752,4409,anterior,3,PDYN
1753,35157,anterior,3,GLRA3
1754,19863,anterior,3,SCARF2
1755,25621,anterior,3,ARHGEF1
1756,35989,anterior,3,POSTN
1757,51266,anterior,3,A_32_P226810
1758,41922,anterior,3,CALB2
1759,18530,anterior,3,ESYT3
1760,45612,anterior,3,HTR4
1761,25303,anterior,3,BMP8A
1762,36636,anterior,3,CFLAR
1763,931,anterior,3,CSN1S1
1764,29518,anterior,3,TNN
1765,32123,anterior,3,ARHGAP6
1766,6832,anterior,3,TIMP2
1767,21806,anterior,3,GALM
1768,11033,anterior,3,ZNF423
1769,47442,anterior,3,A_32_P121785
1770,19359,anterior,3,SLC25A21
1771,6762,anterior,3,NR2F1
1772,55864,anterior,3,A_32_P26621
1773,5020,anterior,3,PYGL
1774,7506,anterior,3,SCG2
1775,3515,anterior,3,MT1F
1776,28075,anterior,3,DTNBP1
1777,38926,anterior,3,SPON2
1778,28046,anterior,3,DTNBP1
1779,36504,anterior,3,CTD-2536I1.1
1780,17939,anterior,3,C10orf68
1781,52518,anterior,3,A_24_P931608
1782,1076,anterior,3,EFNA1
1783,42991,anterior,3,REPS2
1784,34248,anterior,3,NUPR1
1785,3516,anterior,3,MT1G
1786,27099,anterior,3,PDE5A
1787,7837,anterior,3,TNFSF18
1788,17399,anterior,3,BACH2
1789,48446,anterior,3,CUST_2427_PI416261804
1790,52065,anterior,3,HLA-DMB
1791,42783,anterior,3,PMFBP1
1792,2919,anterior,3,KRT33B
1793,16106,anterior,3,SCUBE2
1794,11395,anterior,3,HEY2
1795,9017,anterior,3,MAMLD1
1796,28392,anterior,3,MATN2
1797,38659,anterior,3,LTK
1798,44364,anterior,3,AP000345.1
1799,21848,anterior,3,LYZL4
1800,16086,posterior,3,PCDHB16
1801,6804,posterior,3,THBS1
1802,44537,posterior,3,ADPRH
1803,42500,posterior,3,AC092329.2
1804,17682,posterior,3,SEMA6D
1805,14347,posterior,3,FTHL17
1806,31275,posterior,3,GPNMB
1807,28623,posterior,3,ADPRHL1
1808,45573,posterior,3,FHL2
1809,39602,posterior,3,TTC39C
1810,28647,posterior,3,BID
1811,26350,posterior,3,PSMG1
1812,45295,posterior,3,GABRA1
1813,47751,posterior,3,A_23_P395670
1814,2300,posterior,3,HPCA
1815,33152,posterior,3,SEPHS1P1
1816,14569,posterior,3,ZCWPW1
1817,39377,posterior,3,PODNL1
1818,38723,posterior,3,LOC100130360
1819,140,posterior,3,CD38
1820,13043,posterior,3,HIPK2
1821,45853,posterior,3,LMO3
1822,21052,posterior,3,C20orf165
1823,44552,posterior,3,ADH4
1824,49901,posterior,3,A_24_P666215
1825,27183,posterior,3,CHRM2
1826,35741,posterior,3,LOC100133280
1827,43836,posterior,3,KIAA1456
1828,56098,posterior,3,A_24_P16230
1829,45632,posterior,3,DOCK10
1830,14158,posterior,3,DIRAS2
1831,53383,posterior,3,LOC100130256
1832,9472,posterior,3,RAMP3
1833,2668,posterior,3,ITGA2
1834,16459,posterior,3,GPR158
1835,47037,posterior,3,CHRNA2
1836,25643,posterior,3,LCN15
1837,18432,posterior,3,RILP
1838,57,posterior,3,CCNA2
1839,54776,posterior,3,A_32_P110550
1840,45236,posterior,3,RBM24
1841,18929,posterior,3,CREB3L3
1842,43835,posterior,3,AP001011.3
1843,21894,posterior,3,SPATA18
1844,49474,posterior,3,A_32_P32195
1845,48721,posterior,3,CNTNAP3B
1846,52712,posterior,3,HCAR1
1847,9234,posterior,3,TRAM2
1848,39110,posterior,3,RP1-172N19.1
1849,55842,posterior,3,A_32_P171793
1850,6786,anterior,3,TGFBI
1851,34229,anterior,3,LRRC1
1852,9724,anterior,3,FST
1853,28492,anterior,3,LSP1
1854,33312,anterior,3,CMTM5
1855,42069,anterior,3,BCOR
1856,3576,anterior,3,EPCAM
1857,21660,anterior,3,CBLN4
1858,4304,anterior,3,PCSK5
1859,42902,anterior,3,TMEM91
1860,25091,anterior,3,SP5
1861,52016,anterior,3,A_32_P535371
1862,19794,anterior,3,TP53I13
1863,388,anterior,3,CALB2
1864,11749,anterior,3,ABI3BP
1865,38025,anterior,3,STRA6
1866,46625,anterior,3,NPY1R
1867,36998,anterior,3,TMEM91
1868,21969,anterior,3,LAYN
1869,38900,anterior,3,HS6ST2
1870,28007,anterior,3,RET
1871,40765,anterior,3,PBX3
1872,15582,anterior,3,NXF5
1873,16393,anterior,3,CDH22
1874,3511,anterior,3,MT1B
1875,37771,anterior,3,ART3
1876,44999,anterior,3,C5AR1
1877,54779,anterior,3,A_24_P59794
1878,7680,anterior,3,PEA15
1879,19573,anterior,3,MEGF11
1880,5021,anterior,3,PYGL
1881,53058,anterior,3,A_24_P93931
1882,44123,anterior,3,C11orf96
1883,22306,anterior,3,ABCA13
1884,11704,anterior,3,ABTB2
1885,712,anterior,3,AKR1C4
1886,3987,anterior,3,NNMT
1887,17576,anterior,3,TMEM108
1888,36093,anterior,3,GLT8D3
1889,44370,anterior,3,BMP8B
1890,8844,anterior,3,KCNE2
1891,14922,anterior,3,HRASLS2
1892,26328,anterior,3,CA12
1893,45240,anterior,3,AC091878.1
1894,29497,anterior,3,TNFRSF19
1895,3575,anterior,3,EPCAM
1896,13215,anterior,3,RASL12
1897,119,anterior,3,CD24
1898,24741,anterior,3,LCN12
1899,35129,anterior,3,EFCAB1
1900,51459,posterior,3,A_24_P239219
1901,5490,posterior,3,RPL22
1902,3582,posterior,3,CAPRIN1
1903,39784,posterior,3,GABRA1
1904,51509,posterior,3,A_24_P276888
1905,51953,posterior,3,A_24_P700210
1906,28975,posterior,3,SYPL1
1907,143,posterior,3,ENTPD3
1908,6285,posterior,3,SLC6A6
1909,2841,posterior,3,KDR
1910,41296,posterior,3,ELN
1911,34288,posterior,3,ARHGAP24
1912,31036,posterior,3,SPRN
1913,36041,posterior,3,ZNF669
1914,13371,posterior,3,TAS2R13
1915,27906,posterior,3,NF2
1916,51518,posterior,3,A_32_P149806
1917,41542,posterior,3,RCC2
1918,53046,posterior,3,A_32_P112401
1919,11767,posterior,3,TMEM158
1920,37620,posterior,3,NTF3
1921,51637,posterior,3,A_23_P377909
1922,9438,posterior,3,TMCC2
1923,37826,posterior,3,FMN1
1924,5072,posterior,3,POU2F1
1925,4067,posterior,3,NTS
1926,55427,posterior,3,A_24_P562837
1927,26565,posterior,3,ANK1
1928,31394,posterior,3,OR4D2
1929,29960,posterior,3,PDLIM7
1930,42753,posterior,3,LOC100290375
1931,23655,posterior,3,BRWD3
1932,41831,posterior,3,LOC728485
1933,52195,posterior,3,A_24_P776523
1934,10565,posterior,3,NXPH3
1935,14993,posterior,3,FKBP14
1936,30739,posterior,3,ST7-AS1
1937,39924,posterior,3,SYNPO2
1938,37179,posterior,3,SMARCD2
1939,25674,posterior,3,AC110760.2
1940,55240,posterior,3,TLE6
1941,7288,posterior,3,SOX14
1942,50277,posterior,3,CUST_3509_PI416261804
1943,47345,posterior,3,A_32_P23525
1944,36205,posterior,3,TMC5
1945,1692,posterior,3,FOXL1
1946,17881,posterior,3,LRRK1
1947,39529,posterior,3,ATXN1
1948,48990,posterior,3,A_32_P1948
1949,31581,posterior,3,PKN1
1950,57162,anterior,3,A_24_P930507
1951,2175,anterior,3,GYPB
1952,9523,anterior,3,CCNO
1953,39832,anterior,3,WDR62
1954,40837,anterior,3,STMN1
1955,19261,anterior,3,GFOD1
1956,18735,anterior,3,TM7SF4
1957,3519,anterior,3,MT1M
1958,2820,anterior,3,KCNK3
1959,40726,anterior,3,PRICKLE1
1960,12743,anterior,3,CARD10
1961,53268,anterior,3,KIRREL
1962,21595,anterior,3,MUM1L1
1963,54155,anterior,3,A_32_P28704
1964,12527,anterior,3,DHDH
1965,4764,anterior,3,PRKG2
1966,4500,anterior,3,PIK3CD
1967,39357,anterior,3,PTPRQ
1968,5664,anterior,3,SCNN1G
1969,40796,anterior,3,TMEM2
1970,914,anterior,3,CRYGD
1971,23478,anterior,3,C1orf168
1972,33275,anterior,3,DEFB124
1973,55231,anterior,3,A_32_P98291
1974,12324,anterior,3,LRP10
1975,19454,anterior,3,GARNL3
1976,45160,anterior,3,IRX2
1977,22107,anterior,3,CCBE1
1978,26904,anterior,3,AK3L1
1979,50739,anterior,3,LOC644242
1980,15700,anterior,3,ZC3HAV1
1981,24281,anterior,3,GAS2L3
1982,17731,anterior,3,EFHC2
1983,11678,anterior,3,BACE2
1984,1987,anterior,3,GRB14
1985,46749,anterior,3,HTR1D
1986,37675,anterior,3,HMGB3P27
1987,41953,anterior,3,GABRA2
1988,37755,anterior,3,PPM1M
1989,29390,anterior,3,DGKB
1990,31075,anterior,3,EYA2
1991,9466,anterior,3,IRX5
1992,2055,anterior,3,GALNT3
1993,26877,anterior,3,MITF
1994,46653,anterior,3,MAOB
1995,32757,anterior,3,EML1
1996,15040,anterior,3,STYK1
1997,31879,anterior,3,TREX1
1998,40227,anterior,3,FSTL5
1999,25596,anterior,3,MLXIPL
2000,1135,posterior,3,EPS15
2001,30239,posterior,3,PDLIM5
2002,16834,posterior,3,SLC25A23
2003,4655,posterior,3,POLH
2004,7978,posterior,3,CAMK1
2005,42360,posterior,3,PHKA1
2006,32066,posterior,3,SPAG1
2007,47019,posterior,3,CNN1
2008,53220,posterior,3,PPP2R5C
2009,15918,posterior,3,PCDHB8
2010,49303,posterior,3,KATNAL2
2011,33965,posterior,3,TMEM8B
2012,49886,posterior,3,KIAA1984
2013,8489,posterior,3,LIPG
2014,53875,posterior,3,A_24_P518298
2015,43608,posterior,3,A_24_P204257
2016,53224,posterior,3,A_24_P365349
2017,58196,posterior,3,A_24_P657695
2018,51535,posterior,3,A_32_P103678
2019,43975,posterior,3,AP005433.1
2020,16921,posterior,3,NEUROD6
2021,54724,posterior,3,A_32_P45297
2022,48389,posterior,3,A_23_P351800
2023,11287,posterior,3,NCAPH
2024,11046,posterior,3,MCF2L2
2025,19196,posterior,3,ATOH8
2026,17847,posterior,3,VEPH1
2027,51601,posterior,3,A_32_P21742
2028,28000,posterior,3,OR2G6
2029,19936,posterior,3,NEK9
2030,37652,posterior,3,PHLDB2
2031,16713,posterior,3,C6orf106
2032,56575,posterior,3,A_24_P935621
2033,38768,posterior,3,SLED1
2034,57325,posterior,3,CUST_450_PI416261804
2035,39808,posterior,3,GABRA1
2036,43600,posterior,3,LOC728637
2037,20401,posterior,3,C1QTNF4
2038,14185,posterior,3,DCHS2
2039,52498,posterior,3,A_32_P12647
2040,42638,posterior,3,AP006285.4
2041,46716,posterior,3,IRF8
2042,12469,posterior,3,GPR78
2043,41123,posterior,3,ADARB1
2044,14274,posterior,3,EPS8L1
2045,36293,posterior,3,MTFR1
2046,33978,posterior,3,GABRG3
2047,7815,posterior,3,TNFRSF10A
2048,50134,posterior,3,A_32_P52386
2049,46106,posterior,3,CACNB4
2050,28104,anterior,3,ADAMTS8
2051,39871,anterior,3,CNGA3
2052,23924,anterior,3,C10orf67
2053,16752,anterior,3,C1orf135
2054,32215,anterior,3,RBBP8
2055,29468,anterior,3,PARP3
2056,31560,anterior,3,VIP
2057,33271,anterior,3,C11orf85
2058,13280,anterior,3,MS4A4A
2059,8911,anterior,3,MED27
2060,56622,anterior,3,A_32_P12122
2061,33132,anterior,3,NUDT9P1
2062,45582,anterior,3,HTR4
2063,824,anterior,3,DPYSL3
2064,52704,anterior,3,A_23_P31681
2065,46640,anterior,3,MAOA
2066,23272,anterior,3,C6ORF223
2067,6191,anterior,3,SSTR2
2068,41636,anterior,3,ZNF516
2069,47687,anterior,3,A_32_P102581
2070,57418,anterior,3,CUST_4440_PI416261804
2071,20996,anterior,3,FAM114A1
2072,57646,anterior,3,LST1
2073,37831,anterior,3,DACH2
2074,46682,anterior,3,MAOA
2075,31461,anterior,3,YSK4
2076,48305,anterior,3,A_32_P59277
2077,26906,anterior,3,AK3L1
2078,780,anterior,3,CFD
2079,24279,anterior,3,CLEC9A
2080,53951,anterior,3,A_24_P548966
2081,13101,anterior,3,AADAT
2082,18153,anterior,3,VANGL1
2083,32589,anterior,3,AC097067.1
2084,49935,anterior,3,A_24_P457628
2085,30163,anterior,3,DDO
2086,35562,anterior,3,LOC100131342
2087,32966,anterior,3,CYS1
2088,4441,anterior,3,PF4V1
2089,33565,anterior,3,AC007688.2
2090,26044,anterior,3,PPAPDC1A
2091,191,anterior,3,CDH9
2092,56656,anterior,3,A_24_P923854
2093,41988,anterior,3,SCIN
2094,13923,anterior,3,PCDH18
2095,42375,anterior,3,SEC14L2
2096,15654,anterior,3,SLC2A9
2097,46137,anterior,3,WDR86
2098,26598,anterior,3,OR52R1
2099,6531,anterior,3,TRHR
2100,34315,posterior,3,RPH3A
2101,24428,posterior,3,C1orf110
2102,5054,posterior,3,AC025647.1
2103,36537,posterior,3,CTSL1P6
2104,9872,posterior,3,COLEC10
2105,14231,posterior,3,BEST2
2106,16164,posterior,3,SQRDL
2107,32369,posterior,3,SCN2B
2108,47738,posterior,3,A_32_P17484
2109,22,posterior,3,C21orf2
2110,49575,posterior,3,A_23_P426528
2111,10290,posterior,3,CCNI
2112,18962,posterior,3,EFCAB4B
2113,9094,posterior,3,FARP1
2114,45854,posterior,3,LMO3
2115,44099,posterior,3,TTC39C
2116,10244,posterior,3,UTS2
2117,44995,posterior,3,HCN2
2118,52544,posterior,3,A_24_P577289
2119,48667,posterior,3,A_24_P918147
2120,17473,posterior,3,ICA1L
2121,38650,posterior,3,SPARCL1
2122,23179,posterior,3,NLRP11
2123,40564,posterior,3,LOC158696
2124,56735,posterior,3,A_24_P375962
2125,35581,posterior,3,RP11-61L23.2
2126,40147,posterior,3,GABRA1
2127,51022,posterior,3,A_24_P618928
2128,902,posterior,3,CRYBB1
2129,42183,posterior,3,LY6K
2130,32003,posterior,3,FAS
2131,23520,posterior,3,HS3ST5
2132,1458,posterior,3,ELF1
2133,34876,posterior,3,CNTNAP3
2134,47072,posterior,3,A_24_P610961
2135,21987,posterior,3,AMDHD1
2136,2837,posterior,3,KCNS2
2137,18433,posterior,3,RILP
2138,16616,posterior,3,VAT1L
2139,675,posterior,3,CENPF
2140,24415,posterior,3,KLHL17
2141,57161,posterior,3,A_24_P896619
2142,51086,posterior,3,A_32_P180078
2143,30959,posterior,3,DAB2IP
2144,31892,posterior,3,CADPS2
2145,44077,posterior,3,FAM60A
2146,30266,posterior,3,GDNF
2147,45931,posterior,3,CHAT
2148,39597,posterior,3,TTC39C
2149,18339,posterior,3,ZNF556
2150,33483,anterior,3,ZNF735
2151,29516,anterior,3,FAM26F
2152,11517,anterior,3,LILRA4
2153,40420,anterior,3,HRASLS5
2154,45611,anterior,3,HTR4
2155,58442,anterior,3,A_32_P41080
2156,22373,anterior,3,C13orf30
2157,34517,anterior,3,SLC1A4
2158,28076,anterior,3,DTNBP1
2159,24364,anterior,3,TMEM102
2160,385,anterior,3,CALB1
2161,33013,anterior,3,DRD1
2162,41705,anterior,3,SLC1A4
2163,6217,anterior,3,STAT4
2164,56559,anterior,3,A_32_P85405
2165,18835,anterior,3,OBSCN
2166,33736,anterior,3,NAAA
2167,36731,anterior,3,GYG2
2168,58623,anterior,3,A_24_P367249
2169,11965,anterior,3,LY96
2170,54448,anterior,3,GLP2R
2171,21739,anterior,3,AC079953.2
2172,5979,anterior,3,SLN
2173,35573,anterior,3,C4ORF38
2174,38301,anterior,3,TMEM91
2175,28854,anterior,3,HSD11B1
2176,17747,anterior,3,PLEKHO2
2177,7505,anterior,3,SCG2
2178,40786,anterior,3,PBX3
2179,44482,anterior,3,ACCN1
2180,45264,anterior,3,SH2D4B
2181,7440,anterior,3,ZNF215
2182,30334,anterior,3,DENND2A
2183,3104,anterior,3,IL13RA2
2184,386,anterior,3,CALB1
2185,42620,anterior,3,C2orf80
2186,50922,anterior,3,DCBLD1
2187,8459,anterior,3,KL
2188,21606,anterior,3,GPR112
2189,28899,anterior,3,AK5
2190,20779,anterior,3,WFIKKN1
2191,22061,anterior,3,RTN4RL1
2192,2546,anterior,3,HLA-DMA
2193,9446,anterior,3,ARNT2
2194,42869,anterior,3,TMEM91
2195,3846,anterior,3,NEUROD1
2196,55019,anterior,3,A_32_P166653
2197,15274,anterior,3,MREG
2198,25800,anterior,3,TMPO
2199,22790,anterior,3,CMTM8
2200,26891,posterior,3,HOMER2
2201,25354,posterior,3,C19orf45
2202,54276,posterior,3,A_32_P420000
2203,18320,posterior,3,BEND5
2204,23076,posterior,3,C15orf26
2205,23483,posterior,3,C1orf86
2206,49544,posterior,3,A_23_P218569
2207,41239,posterior,3,KCNC1
2208,14273,posterior,3,TMEM104
2209,35353,posterior,3,GBP5
2210,30758,posterior,3,OR1K1
2211,3703,posterior,3,MYH8
2212,5819,posterior,3,ST3GAL2
2213,2579,posterior,3,HLF
2214,40512,posterior,3,SRRM2
2215,31664,posterior,3,DCAF12L2
2216,43192,posterior,3,LINC00265
2217,4732,posterior,3,PKIB
2218,20635,posterior,3,SP140L
2219,22758,posterior,3,EFHB
2220,12498,posterior,3,CSDC2
2221,33128,posterior,3,KSR1
2222,35657,posterior,3,FHDC1
2223,1724,posterior,3,FMO1
2224,51366,posterior,3,A_32_P107777
2225,13108,posterior,3,HSD17B14
2226,11753,posterior,3,TRIM58
2227,39694,posterior,3,HOMER3
2228,14951,posterior,3,TMCO3
2229,16833,posterior,3,SLC25A23
2230,15961,posterior,3,LMOD3
2231,11435,posterior,3,ACAP2
2232,2854,posterior,3,KIR2DS4
2233,40116,posterior,3,SSTR5-AS1
2234,57438,posterior,3,CEP192
2235,26251,posterior,3,GHRHR
2236,1870,posterior,3,AC005512.1
2237,54453,posterior,3,A_32_P109901
2238,48668,posterior,3,A_24_P918147
2239,55563,posterior,3,A_24_P829107
2240,30910,posterior,3,KCNRG
2241,30427,posterior,3,FAM110A
2242,46552,posterior,3,SFRP4
2243,32367,posterior,3,ARC
2244,5557,posterior,3,RTN2
2245,20122,posterior,3,TTC30A
2246,22989,posterior,3,RP11-183M13.1
2247,4649,posterior,3,POLE2
2248,28404,posterior,3,LGR6
2249,47371,posterior,3,A_23_P159986
2250,42075,anterior,3,FRMPD2
2251,10227,anterior,3,YIF1A
2252,3112,anterior,3,IL18
2253,32720,anterior,3,LONRF3
2254,14977,anterior,3,MARCH1
2255,51466,anterior,3,A_24_P196878
2256,6666,anterior,3,KDM6A
2257,6815,anterior,3,THPO
2258,7056,anterior,3,TNFSF4
2259,4397,anterior,3,SLC26A4
2260,6700,anterior,3,TCF15
2261,40600,anterior,3,GYG2
2262,51,anterior,3,CCK
2263,19276,anterior,3,STON2
2264,3513,anterior,3,MT1E
2265,3509,anterior,3,MT1A
2266,40541,anterior,3,SLC13A5
2267,36485,anterior,3,LNX1
2268,2563,anterior,3,HLA-DPB2
2269,31156,anterior,3,SYN2
2270,28074,anterior,3,DTNBP1
2271,5656,anterior,3,SCN9A
2272,42574,anterior,3,AGXT2L1
2273,51001,anterior,3,A_24_P510116
2274,52511,anterior,3,A_24_P127098
2275,4758,anterior,3,PRKD1
2276,36428,anterior,3,C2orf73
2277,16917,anterior,3,TP53AIP1
2278,6816,anterior,3,THPO
2279,32870,anterior,3,CPLX3
2280,48637,anterior,3,A_24_P465697
2281,5976,anterior,3,SLIT3
2282,38337,anterior,3,RP11-535K1.1
2283,44886,anterior,3,BCHE
2284,3402,anterior,3,MEST
2285,4757,anterior,3,PRKD1
2286,54918,anterior,3,PARD3B
2287,32835,anterior,3,MYBPC1
2288,27237,anterior,3,GPR125
2289,15029,anterior,3,STK32B
2290,39503,anterior,3,ODZ3
2291,35481,anterior,3,XG
2292,22900,anterior,3,Osta
2293,18468,anterior,3,RP3-402G11.1
2294,3512,anterior,3,MT1B
2295,255,anterior,3,AP1S1
2296,1075,anterior,3,EFNA1
2297,22614,anterior,3,FAM163A
2298,34791,anterior,3,AC092324.1
2299,21585,anterior,3,MAGEC3
2300,14598,posterior,3,CXorf57
2301,42182,posterior,3,NBEAL1
2302,5326,posterior,3,RIT2
2303,43226,posterior,3,EMILIN1
2304,23074,posterior,3,STRC
2305,23847,posterior,3,LRRC57
2306,46028,posterior,3,KALRN
2307,23776,posterior,3,MRGPRF
2308,43044,posterior,3,LOC100130938
2309,3964,posterior,3,NKG7
2310,30039,posterior,3,XAGE3
2311,56837,posterior,3,A_24_P881430
2312,40415,posterior,3,PID1
2313,16757,posterior,3,MIS12
2314,20250,posterior,3,SLC2A13
2315,10291,posterior,3,CCNI
2316,21207,posterior,3,ADAT2
2317,3890,posterior,3,MAP3K10
2318,9437,posterior,3,TMCC2
2319,23612,posterior,3,FNDC5
2320,41555,posterior,3,NELF
2321,853,posterior,3,DUSP4
2322,28931,posterior,3,RASSF5
2323,28079,posterior,3,KCNJ15
2324,35519,posterior,3,TMEM169
2325,41860,posterior,3,NTF3
2326,57829,posterior,3,A_32_P96085
2327,22316,posterior,3,AMOTL1
2328,3899,posterior,3,AFF1
2329,1877,posterior,3,GNGT2
2330,25491,posterior,3,C16orf74
2331,16634,posterior,3,KIAA1609
2332,6906,posterior,3,XK
2333,51307,posterior,3,A_32_P231033
2334,54991,posterior,3,SLC26A10
2335,20227,posterior,3,SDSL
2336,51519,posterior,3,A_32_P168701
2337,40109,posterior,3,PRDM8
2338,43284,posterior,3,RP1-172N19.1
2339,34633,posterior,3,RP1-163G9.1
2340,11989,posterior,3,SMPX
2341,38434,posterior,3,AC009532.1
2342,50697,posterior,3,A_32_P135634
2343,23837,posterior,3,C4orf22
2344,36745,posterior,3,CBWD1
